Location-lat,Location-long,Speed,Accelerometer-X,Accelerometer-Y,Accelerometer-Z
49.275659,4.088361,21.09,0.2,2.46,10.02
49.275756,4.088612,21.44,0.26,1.72,9.17
49.275756,4.088612,21.44,-1.5,2.75,9.73
49.275858,4.088862,21.99,-0.65,1.27,10.08
49.275858,4.088862,21.99,-0.66,0.54,8.21
49.275956,4.08912,21.36,-0.71,2.14,8.52
49.275956,4.08912,21.36,0.26,1.43,8.06
49.276054,4.089373,21.49,-0.46,1.24,10.83
49.276054,4.089373,21.49,0,1.14,9.92
49.276153,4.089629,21.8,0.18,1.12,7.93
49.276153,4.089629,21.8,-0.03,1.72,9.6
49.276252,4.089891,22.07,-0.71,2.03,10.56
49.276252,4.089891,22.07,0.01,1.31,11.59
49.27635,4.090159,22.61,-0.13,1.82,10.69
49.27635,4.090159,22.61,-0.03,2.95,11.13
49.276451,4.090431,22.89,-0.54,0.91,10.42
49.276451,4.090431,22.89,-0.35,2.41,9.43
49.276553,4.090706,23.16,-0.71,2.15,9.08
49.276553,4.090706,23.16,-0.79,2.36,9.71
49.276657,4.090985,23.47,-0.52,3.18,9.76
49.276657,4.090985,23.47,0.35,1.35,10.97
49.276762,4.091268,23.68,-0.39,1.07,8.38
49.276762,4.091268,23.68,-0.83,1.05,9.53
49.276867,4.091547,23.34,-0.33,1.93,9.71
49.276867,4.091547,23.34,0.41,1.47,10.68
49.276972,4.091825,23.34,-0.5,1.82,9.53
49.276972,4.091825,23.34,-0.94,1.71,9.86
49.277076,4.092102,23.39,-0.74,0.66,11.49
49.277076,4.092102,23.39,-0.2,2.39,9.43
49.27718,4.092379,23.49,-0.66,1.56,10.99
49.27718,4.092379,23.49,-0.69,2.4,10.29
49.277286,4.092659,23.71,-0.05,1.47,10.22
49.277286,4.092659,23.71,-0.88,1.48,8.32
49.277392,4.092943,23.83,-0.25,2,10.81
49.277392,4.092943,23.83,-0.67,0.68,8.77
49.277502,4.093227,23.97,-1.58,2.62,8.35
49.277611,4.093515,24.12,-0.45,1.48,10.45
49.277611,4.093515,24.12,-0.73,1.19,10.85
49.277718,4.093805,24.27,-1.07,2.3,8.2
49.277718,4.093805,24.27,-0.77,1.13,10.22
49.277825,4.094097,24.44,-0.24,1.32,11.23
49.277825,4.094097,24.44,-0.83,1.48,10.4
49.277936,4.094389,24.54,0.08,0.61,8.77
49.277936,4.094389,24.54,-0.28,1.17,9.11
49.278044,4.094681,24.24,0.27,0.61,7.88
49.278044,4.094681,24.24,-0.72,1.42,10.58
49.278153,4.094965,23.96,-2,1.26,10.48
49.278153,4.094965,23.96,-0.52,1.38,10.74
49.278259,4.095253,24.06,-0.67,1.63,9.04
49.278259,4.095253,24.06,-0.51,1.33,10.71
49.278369,4.095543,24.31,-0.56,2.32,9.9
49.278369,4.095543,24.31,-0.51,1.58,10.01
49.278479,4.095835,24.53,-0.64,1.99,8.66
49.278479,4.095835,24.53,-1.29,2.4,11.38
49.27859,4.096128,24.72,-0.5,1.73,10.17
49.27859,4.096128,24.72,-0.7,1.29,10.53
49.278701,4.096424,24.92,-0.17,0.86,10.12
49.278701,4.096424,24.92,0.11,1.27,10.5
49.278814,4.096723,25.12,-0.04,0.38,11.36
49.278814,4.096723,25.12,-0.33,0.71,9.29
49.278926,4.097023,24.84,-0.13,0.44,12.3
49.278926,4.097023,24.84,-1.16,2.18,8.73
49.279035,4.097318,24.31,-0.78,2.04,10.16
49.279035,4.097318,24.31,-0.43,0.84,10.64
49.279143,4.097608,24.28,0.06,1.47,9.45
49.279143,4.097608,24.28,-0.33,1.4,9.93
49.279253,4.097898,24.37,-1.21,1.76,9.17
49.279253,4.097898,24.37,-0.07,1.23,9.65
49.279364,4.098189,24.48,0.35,1.98,9.37
49.279364,4.098189,24.48,-1.05,1.26,9.82
49.279474,4.098479,24.51,-0.14,0.33,11.9
49.279474,4.098479,24.51,-0.43,0.29,9.92
49.279586,4.098769,24.18,0.12,1.47,8.6
49.279586,4.098769,24.18,0.1,1.33,10.5
49.279695,4.099054,23.6,0.63,0.98,8.79
49.279695,4.099054,23.6,-0.06,0.5,11.18
49.279801,4.099333,23.31,0.22,1.42,11.06
49.279904,4.099611,23.14,-0.42,1.87,8.96
49.279904,4.099611,23.14,0,0.86,8.71
49.280005,4.099887,23.05,-0.95,1.34,10.4
